,movie_id,movie_title,titile,comment_id,positive,negative,speech,neutral,skip
44,3780,Такси 4,"хороший фильм отличный , но так же есть и минусы там есть иногда поцелуи а так очень веселый фильм",14474,0.9073222279548645,0,0,0.03964884206652641,0.0
45,21094,Миллиарды,"Очень не удобно когда обновляешь страницу и надо заново искать серию на которой остановилась( было бы классно, если бы просмотр фиксировался",14475,0.41490885615348816,0,0,0.33459946513175964,0.0
46,3780,Такси 4,хороший фильм есть много плюсов весело но так же цензур,14476,0.7826725244522095,0,0,0.0,0.06561483442783356
47,20573,После. Глава 2,Як отримати промокод?,14477,0,0,0,0.9946250915527344,0.5698626637458801
48,15541,Tomb Raider: Лара Крофт,Поміняйте назву фільму,14478,0,0,0,0.9893575310707092,0.10375863313674927
49,15553,Обливион,"хороший фильм. можно смотреть, я 2 раза смотрел",14479,0.538993239402771,0,0,0.6926519870758057,0.0
50,20276,Вверх,Мультфильм верх смотрите этот мультфильм только на телеканале свет тв,14480,0.026769286021590233,0,0,0.9814634323120117,0.0
51,21129,Стамптаун,а где продолжение,14481,0,0.004341503139585257,0,1.0000100135803223,0.0
52,15174,Жажда смерти,Хороший фильм! Один раз  можно посмотреть.,14482,0.8596737384796143,0,0,0.08270734548568726,0.0
53,15174,Жажда смерти,то,14483,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
54,20541,Меч в камне,клас:),14484,0.6224693655967712,0,0,0.0,0.3276783227920532
55,21012,Бесславные крепостные,"Фільм цікавий , більш філософський .
Хто має розум , той зрозуміє , про що ідея  цього фільму.",14485,0,0.16452647745609283,0,0.0,0.9591643214225769
56,16495,Пол: Секретный материальчик,примитив во всех аспектах... зря потраченное время,14486,0.41490885615348816,0.287777841091156,0,0.0,0.0
57,20584,Пушки Акимбо,не рекомендую,14487,0.03623005375266075,0,0,0.9942797422409058,0.0
58,736,Области тьмы,"Вот это фильм как говорится эталон))))Очень крутой фильм и игра Брэдли.Еще по фильму этому 1 сезон сериала сняли...""Limitless"" но после 1-го сезона закрыли)Мол предсказуемый.Так то по сути оно и есть.Но посмотреть рекомендую...1 сезона вполне там по фильму идёт и Брэдли появляется)",14473,0.46102678775787354,0,0,0.46102678775787354,0.0
59,14696,Череп и кости,декорации огонь!,14472,0.6001983880996704,0,0,0.6370407938957214,0.0
60,22425,Виктор_Робот,Сюжет буде цікавим дітям молодших класів. Анімація і стиль сподобається усім. Рекомендую.,14471,0.30736804008483887,0,0,0.0,0.3140605390071869
61,19186,Пульс,"Фільм чудовий, обов'язковий до перегляду.",14470,0.051855459809303284,0,0,0.0,0.9381340146064758
62,22425,Виктор_Робот,"чудовий мультик!!! мені шкода за те, що я пропустив його в кінотеатрах...",14469,0,0.0695517510175705,0,0.0,0.8740872144699097
63,22208,Лоуренс Аравийский,"Дуже гарно знятий фільм. Деяк кадри настільки вдало зняті, що хочеться перемотвувати назад і знову дивитися на них.",14468,0,0.1294127255678177,0,0.0,0.9124462008476257
64,14405,Идентификация Борна,фільм гарний але чуму тільки 1 частина з 6,14467,0,0,0,0.14805719256401062,0.9553291201591492
65,20544,Чемпион,"Фільм класний , я пережила кожне змагання цього коня , протягом всього фільму. Це той фільм який я подиилась ще раз",14466,0,0.0980893224477768,0,0.0,0.9879562258720398
66,21012,Бесславные крепостные,Непогано),14465,0,0,0,0.1259327530860901,0.1968362182378769
67,14558,Веном,Очень классный фильм! Жду 2-ю часть!,14464,0.9959398508071899,0,0,0.010023568756878376,0.0
68,14558,Веном,Супер фильм! Жду с нетерпением 2-ю часть ??,14463,0.8670457601547241,0,0,0.1097157895565033,0.0
69,10563,Прочь,обов'язково до перегляду )),14462,0.4688006341457367,0,0,0.40734341740608215,0.0
70,16839,Полярные приключения,бчьььтььччьчтьт.,14461,0,0.053413331508636475,0,0.9935217499732971,0.0
71,21144,Доктор Хэрроу,почему нет 3го сезона?,14460,0,0.03964884206652641,0,0.7057950496673584,0.0
72,19970,Анна,классный фильм!!!,14459,0.9994572401046753,0,0,0.0034934247378259897,0.0
73,21012,Бесславные крепостные,Це срач а не фільм...(((,14458,0,0.9046605229377747,0,0.0,0.7057950496673584
74,21012,Бесславные крепостные,Несподівано чудовий фільм. Як для українського кінематографа.,14457,0,0,0,0.16027602553367615,0.5156299471855164
75,18752,Отель Мумбаи: Противостояние,"Фільм класний, але дуже важкий (((",14456,0,0.33459946513175964,0,0.0,0.9626831412315369
76,3588,Вспомнить всё,"Дивитись можна. Напевно не варто порівнювати ці два фільми. Цей фільм схожий тільки задумом однак не сюжетом. Звичайно в ньому є чимало логічних протиріч, однак подивитись варто.  
Крім того, дивлячись римейки завжди порівнюєш із так би мовити з оригіналом який став класичним даного жанру. І ще -  події чомусь відбуваються не на Марсі, а на Землі, якось аж розчарувався.",14455,0,0.20690405368804932,0,0.0,0.8439050912857056
77,3477,Легенда,Отлично!,14454,1.0000100135803223,0,0,0.0,0.0015587612288072705
78,16491,Без изъяна,замечательный фильм ,14453,0.9952548146247864,0,0,0.056662432849407196,0.0
79,16338,Хроники Нарнии: Принц Каспиан,Фильм хроники нарнии смотрите этот фильм только на телеканале свет тв,14452,0.06009664759039879,0,0,0.9019306898117065,0.0
80,12641,Тайна 7 сестер,"Великолепный фильм! Фильм о том , что любой ребёнок дорог родителям , в любом возрасте и с любым здоровьем. Лишь общество делает границы и разделения между людьми. Всегда поддерживала людей, которые против любых ограничений для людей. Человек сам должен решать свою судьбу и делать свои ошибки.  ",14451,0,0.11921291798353195,0,0.3702353835105896,0.0
81,15618,Кунг-фу Панда 2,ююдюд дБ джююююююдюююююююююю,14450,0,0,0,0.1067005917429924,0.8267217874526978
82,10801,Гангстер,Jvjvjhog,14448,0,0,0,0.979677677154541,0.029322227463126183
83,20101,Крестный отец 2,222333,14446,0.003085370408371091,0,0,1.0000100135803223,0.0
84,1181,Бруклинские полицейские,иьитьиь,14434,0,0,0,0.9993638396263123,0.01323282066732645
85,17011,Живая сталь,"чому декларований український переклад не працює????
що знову не так????
Чи знову забаните??",14432,0,0.275139719247818,0,0.0,0.6584275364875793
86,18344,Захар Беркут,"Дуже пожалів, що проґавив фільм під час прокату. Відносно масштабне кіно із чудовим кастом, знятто красиво і музика пасує. Загалом, я кайфонув)",14431,0.40734341740608215,0,0,0.0,0.7826725244522095
87,21012,Бесславные крепостные,Цікаво. Дякую!,14430,0,0.1520422399044037,0,0.0,0.9124462008476257
88,20834,Первые ласточки. Z@висимые,Дуже класний фільм,14429,0,0,0,0.0027249858248978853,0.9883227348327637
89,20834,Первые ласточки. Z@висимые,Класно,14428,0.8221991658210754,0,0,0.0,0.6584275364875793
90,17128,Миссия: невыполнима,Русская звуковая дорожка сильно отстаёт,14427,0.3140605390071869,0.2568419873714447,0,0.0,0.0
91,22201,Ковбой Бибоп,"Як юзеру, мені не вистачає додаткової інформації що це повнометражни фільм за мотивами культового аніме серіалу 1998го. Якогось означення контексту і запрошення до перегляду.
У вас справді чудова вітрина, завжди чудова вибірка, але без означення цінності товару вона не працює.",14426,0,0,0,0.3998216390609741,0.7310686111450195
92,16544,Полет золотой мушки,"рекомендую.
дуже сподобався",14425,0,0,0,0.8354935646057129,0.1294127255678177
93,16369,Вспомнить всё,В фантастике с Арни и Сталоне все либо сбылось либо еще сбудется.,14424,0,0,0,0.23935934901237488,0.21734751760959625
94,16367,Семейка Крудс,пробивает до слос,14423,0,0,0,0.6926519870758057,0.19194278120994568
95,17364,Великий уравнитель,"фільм сподобався,хоч все в стилі фільмів Дензеля)",14422,0,0,0,0.6297846436500549,0.11597072333097458
96,21552,Солнцестояние,"в начале фильма была надежда, но фильм оказался полнейшим ??????????",14421,0.05835584178566933,0,0,0.59267657995224,0.0
97,21217,Мыслить как преступник: За границей,"Вказано, що є українська мова, але її немає. Заберіть у цього рашиста пульта, який прибирає мої коментарі. Краще виправіть проблему, бо ображуся і перестану користуватися. Є альтернаьиви",14419,0,0.3140605390071869,0,0.0,0.7186043858528137
98,20961,Чёрная Пантера,Класний фільм!!!,14418,0.13661839067935944,0,0,0.0,0.8267217874526978
99,22127,Ассистент звезды,"Фільм чудовий, але хочеться український дубляж. ",14417,0,0.22271016240119934,0,0.0,0.8991314172744751
100,16694,Голубая игуана,"фильм супер,всем советую",14416,0.607673168182373,0,0,0.07160120457410812,0.0
101,20573,После. Глава 2,Ллл,14415,0,0,0,1.0000100135803223,0.0006978511810302734
102,17498,От заката до рассвета 3: Дочь палача,круто,14414,1.0000100135803223,1.0000003385357559e-05,0,0.0,0.0
103,3840,Сила воли,норм,14413,0.005564924795180559,0,0,0.8221991658210754,0.0
104,3840,Сила воли,"фильм понравился, хороший",14412,0.997758150100708,0,0,0.0,0.005394937004894018
105,1181,Бруклинские полицейские,"фильм понравился,хороший",14411,0.997758150100708,0,0,0.0,0.005394937004894018
106,21012,Бесславные крепостные,Дякую. Хороше враження. Все ближче до світових шедеврів. Слава Україні!,14410,0.880807101726532,0,0,0.0,0.7248802781105042
107,19047,Преданная,"Не сподобався невідповідністю атмосфери заявленому періоду історії. Хто одягав Стефцю? Покажіть мені такий плащ та спідницю міді в 19 столітті. хоч і в кінці. Це абсурд. Такий одяг почали носити ну найраніше в період Першої світової. Поведінка героїв, розмиті всі кордони, що нереально для того часу. Ще питання, як одна дівчина служниця може бути єдиною прислугою в домі? Не могла тоді одна людина і одягати панів, і горшок виносити, і готувати. Різна висота посад. Як особистий менеджер, кухар та прибиральниця. Та і просто фізично все осягнути вона не могла. Ще зображення церкви викликає питання. Жандарми якісь уже радянські, бо в той час жартики про церкву та грішницю не мали би місця в такому форматі, то був великий сором. Картинка якісна, сюжет загалом цікавий, але оці речі повністю відволікають. Фільм не витримає жодної історичної критики. Відчуття непрофессіоналізму не покидає протягом всього перегляду. Одні дами на базарі, які бедрами колихають, це вже жах для того часу.",14408,0,0.23371636867523193,0,0.0,0.7431780099868774
108,20512,После,жду продолжения!!,14407,0.02596735954284668,0,0,0.9919480085372925,0.0
109,11346,Ветреная река,Обалденный фильм,14406,0.6584275364875793,0,0,0.585111141204834,0.0
110,3871,Разрушение,Чему маскальскою мовою ПИДАРИ,14405,0,0,0,0.22271016240119934,0.33459946513175964
111,19188,Чёрный ворон,"Хороший фільм... Проте видно різницю в тому, що книжка писалася роками, а фільмом займалися куди менше, бо він передає не більше 15% усіх емоцій, картин, та інших історій.

Але такі картини повинні бути. Їх якість повинна зростати з кожною наступною. Пам'ять повинна жити!",14404,0,0,0,0.15611489117145538,0.7663036584854126
112,11747,Свингеры,Тільки в Україні на хороший продукт можуть лити бруд. Фільм бомба. Перегляд обов'язковий.,14403,0.16886694729328156,0,0,0.0,0.33459946513175964
113,17571,Свингеры 2,Третій раз дивився кіно - руками схватився за живіт і качаюсь під столом від сміху. Чому такий низький рейтинг?,14401,0,0.20690405368804932,0,0.0,0.8670457601547241
114,21012,Бесславные крепостные,Супер Дякую за гарний фільм ще й рідною мовою,14400,0,0.07160120457410812,0,0.0,0.91965252161026
115,18344,Захар Беркут,"Книжку Захар Беркут читав давно, то дуже сподобалась. Сценарій фільма банальний, нудний і мабуть не по книжці.",14399,0,0.3702353835105896,0,0.0,0.538993239402771
116,22130,Афера,"Чудовий фільм, навіть прикопатись немає до чого. І сюжет, і зйомки, і акторська гра, все на високому рівні.",14398,0,0.16452647745609283,0,0.0,0.6791887283325195
117,22425,Виктор_Робот,Супер),14397,0.9995927214622498,0,0,0.0021927168127149343,0.0
118,5061,Человек-паук: Возвращение домой,топ,14396,0,0,0,1.0000100135803223,0.08510905504226685
119,2420,Добро пожаловать в капкан,дуже цікавий фільм!,14395,0,0.03964884206652641,0,0.0,0.9867871999740601
120,11343,Земля будущего,Почему нет русского перевода?,14394,0,0.18714269995689392,0,0.9850529432296753,0.0
121,16836,Киборги,"Дякую за працю! 
Д Я К У Ю !!!",14393,0.029322227463126183,0,0,0.0,0.7490972280502319
122,13942,Азартные игры,кто не смотрел-стоит глянуть,14392,0,0.056662432849407196,0,0.99753737449646,0.0
123,20667,Домой,Дякую .Дуже імоційний фільм.,14391,0,0.10088862478733063,0,0.0,0.9539760947227478
124,16841,Простушка,"Прикольный фильм, советую к просмотру.",14390,0.8267217874526978,0,0,0.6370407938957214,0.0
125,19047,Преданная,"супер фільм, дивилась на одному подиху",14389,0,0.30736804008483887,0,0.0,0.29422497749328613
126,4650,Клик: С пультом по жизни,это  превосходно поучительно!,14388,0.9073222279548645,0,0,0.23935934901237488,0.0
127,22236,Район №9,фильм не очень ,14387,0.061885979026556015,0,0,0.9099169969558716,0.0
128,21378,"Ты, я и конец света",vghh,14386,0,0,0,1.0000100135803223,0.0005133356316946447
129,22291,Кровные узы,bj,14385,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
130,762,Жизнь в розовом цвете,"Фильм произвел неизгладимое впечатление - Марион Котияр с невероятной точность показала образ Пиаф. Марион получила за эту роль ""Оскар""! В фильме все известные песни Пиаф, а это огромное удовольствие до мурашек! Благодарю за возможность увидеть этот фильм!",14384,0.5544804334640503,0,0,0.20182321965694427,0.0
131,20795,Птичий дозор,офигенный мультик!! 10/10,14383,0.7431780099868774,0,0,0.5621865391731262,0.0
132,21552,Солнцестояние,"Початок норм,а далі чепуха((",14382,0,0.7431780099868774,0,0.0,0.7371681928634644
133,20512,После,супер,14380,0.9990989565849304,0,0,0.0005293049616739154,0.0
134,20276,Вверх,ииии,14379,0,1.0000003385357559e-05,0,0.9954004287719727,0.0
135,21915,Рататуй,и,14378,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
136,21915,Рататуй,иии,14377,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
137,21915,Рататуй,ниииииииииииииииииииииииииииииииииииииииииииииииии,14376,0.9241518378257751,0.979677677154541,0,0.0,0.0
138,7378,Балерина,нриитзииииииииииизииииииииииииизиии,14375,0.6370407938957214,0.8267217874526978,0,0.0,0.0
139,20276,Вверх,и,14374,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
140,10529,Рэмбо: Первая кровь,иихб,14373,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
141,20093,Любовь и прочие неприятности,иижииииихижииэ,14372,0,0,0,0.1294127255678177,0.4921981394290924
142,20093,Любовь и прочие неприятности,иих,14371,0,0,0,0.9991269707679749,0.00038998457603156567
143,20093,Любовь и прочие неприятности,"Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Нажмите на фрагмент, чтобы вставить его в текстовое поле.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Нажмите на фрагмент, чтобы вставить его в текстовое поле.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удаленииииизиииииииииииы через час.ииииии",14369,0,0.14805719256401062,0,0.7981967926025391,0.0
144,20093,Любовь и прочие неприятности,"Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Нажмите на фрагмент, чтобы вставить его в текстовое поле.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Нажмите на фрагмент, чтобы вставить его в текстовое поле.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удалены через час.Чтобы закрепить фрагмент, нажмите на него и удерживайте. Незакрепленные объекты будут удаленииииизиииииииииииы через час.ииииии",14370,0,0.14805719256401062,0,0.7981967926025391,0.0
145,12810,Червоный,смотреть можно,14368,0.14034625887870789,0,0,0.9926641583442688,0.0
146,20738,Пожиратели,иинтересный фильм,14367,0.8031837940216064,0,0,0.91965252161026,0.0
147,21172,Нереальный КОПец,как барский на это подписался,14366,0,0.02162533439695835,0,0.993317186832428,0.0
148,21172,Нереальный КОПец,срань,14365,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
149,20520,Вулкан,какашня,14364,0,0,0,0.6224693655967712,0.6584275364875793
150,19864,Смерть Сталина,говно,14363,0,0.9219318628311157,0,0.0,0.40734341740608215
151,20753,Забытые,"Фільм сподобався, є над чим подумати. Рекомендую",14362,0,0,0,0.7122421860694885,0.18714269995689392
152,2776,Приключения Паддингтона,супер,14361,0.9990989565849304,0,0,0.0005293049616739154,0.0
153,13838,Приключения Паддингтона 2,супер,14360,0.9990989565849304,0,0,0.0005293049616739154,0.0
154,19186,Пульс,Фільм супер,14359,0.8175845146179199,0,0,0.053413331508636475,0.0
155,4637,Семь жизней,"Цей фільм один з моїх улюблених. Дивився його більше десятка разів. Показує віру в життя, є моменти коли хочеться плакати",14358,0,0.14415885508060455,0,0.0,0.8479777574539185
156,16586,Пышка,очень классная комедия ??,14357,0.8706072568893433,0,0,0.04469086229801178,0.0
157,7802,Губка Боб Квадратные Штаны,Де українська доріжка?,14356,0,0,0,0.6654205918312073,0.3140605390071869
158,20426,Капкан,ну таке собі я на це ще в кіно ходив не рекоминдую таке собі,14355,0.09010298550128937,0,0,0.0,0.8596737384796143
159,19076,Вперёд,жєєжєжжжєжжжжжжжжжєєєжжжжєєєєюєєжєєюжжжжє,14354,0,0.16452647745609283,0,0.0,0.9659096002578735
160,8990,Армагеддец,Крутий фільм з нестандартною історією) Дивився вже багато разів),14353,0.11597072333097458,0,0,0.0,0.754925012588501
161,21172,Нереальный КОПец,"Чесно кажучи, не сподобався..",14352,0.16886694729328156,0,0,0.44553956389427185,0.0
162,22425,Виктор_Робот,на масбуці виснуть відео. подивитись не вдалося,14351,0,0,0,0.18714269995689392,0.6370407938957214
163,2290,Бэйтаун вне закона,бббб,14350,0,0,0,0.9967369437217712,0.004619571380317211
164,18344,Захар Беркут,"Неожыдал очень, очень крутой фильм  история нашей страны Украины но снимаем   фильм спомощю Америки очень стыдно стыдно за мультик который стоит 38 мелионов гривен вы што там охринели куда  дели народные  деньги объясните пожалуйста всей ,Украине иукраинцам штоже там  зауроды такие ишто они употребляют.",14349,0,0.348655104637146,0,0.5000100135803223,0.0
165,21024,Вскрытие покажет,"Український серіал ,а мова москальська ",14347,0,0,0,0.1968362182378769,0.7606606483459473
166,7856,Свинка Пеппа,тми,14346,0,0,0,0.9996640086174011,0.0191340371966362
167,3445,Механик 2: Воскрешение,why can't I change the language to english,14345,0,0,0,0.7826725244522095,0.24509501457214355
168,16551,Аббатство Даунтон,"отличный сериал,прекрасная игра актеров.смотришь с удовольствием",14344,0.9763205647468567,0.03733688220381737,0,0.0,0.0
169,18344,Захар Беркут,Після побаченого ботоксу у дівчини пропадає бажання дивитись. Невже на Україні немає красунь з природною вродою?!,14343,0,0.3276783227920532,0,0.0,0.7773098945617676
170,16627,Донбасс,"Тяжка, реалістична картина...",14342,0,0,0,0.9855064153671265,0.07370626926422119
171,20705,Борщ. Секретный ингредиент,Фільм прекрасний. Багато цікавого. Багато у скарбнички кулінарну та етнографічну. Дивитися обов'язково!,14341,0.09535945951938629,0,0,0.0,0.6654205918312073
172,22425,Виктор_Робот,Однозначно крутий мультик для дітей і дорослих,14340,0,0,0,0.4301573634147644,0.1732981950044632
173,22425,Виктор_Робот,Хороший мульт,14339,0.03623005375266075,0,0,0.16886694729328156,0.0
174,20571,Схидняк,Очень атмосферный фильм,14338,0.7122421860694885,0,0,0.6584275364875793,0.0
175,20667,Домой,Спасибо. Очень эмоциональный фильм.,14337,0,0,0.1067005917429924,0.07808816432952881,0.0
176,15553,Обливион,"Вау,це чудовий фільм??",14336,0,0,0.01799621433019638,0.0,0.9942797422409058
177,9098,Кунг-фу Панда 3,гю,14335,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
178,9098,Кунг-фу Панда 3,гю,14334,0,1.0000003385357559e-05,0,1.0000100135803223,0.0
179,21915,Рататуй,Етот мультфильм не скачивается.,14333,0,0,0,0.9883227348327637,0.08036746829748154
180,20584,Пушки Акимбо,"всем советую очень хороший фильм,программа отличная,",14332,0.6513648629188538,0,0,0.03964884206652641,0.0
181,20663,Миф,"завдяки тобі, Василь, ми святкуємо 30-річчя Незалежності. Честь та хвала тобі. Герої не вмирають.",14331,0,0.38492217659950256,0,0.0,0.6791887283325195
182,20834,Первые ласточки. Z@висимые,1 сезон більше сподобався,14330,0,0,0,0.8740872144699097,0.3007555902004242
183,7800,Щенячий патруль,коли Українською???,14329,0,0,0,0.7826725244522095,0.18714269995689392
184,4673,Легенда Зорро,Фильм легенда зоро смотрите этот фильм только на телеканале свет тв,14328,0.21734751760959625,0,0,0.7826725244522095,0.0
185,13839,Основной инстинкт,Уже класика жанра.Хороший фильм!,14325,0.983095109462738,0,0,0.0,0.010662510991096497
186,13839,Основной инстинкт,Уже класика жанра.Хороший фильм!,14326,0.983095109462738,0,0,0.0,0.010662510991096497
187,13839,Основной инстинкт,Уже класика жанра.Хороший фильм!,14327,0.983095109462738,0,0,0.0,0.010662510991096497
188,20896,В тихом омуте,А что с качеством? я думал что тут все законно... лицензия. По факту пиратка! Закон у нас выборочно действует?,14324,0,0.1968362182378769,0,0.7310686111450195,0.0
189,13368,Дело храбрых,"Шикарный фильм, тяжелый. Обязательно к просмотру!",14323,0.91965252161026,0,0,0.38492217659950256,0.0
190,19970,Анна,Отличный фильм! ,14322,1.0000100135803223,0,0,0.0,0.0019977742340415716
191,2762,Схватка,"Очень интересный фильм, держит в напряжении до последней минуты.",14321,0.38492217659950256,0,0,0.9124462008476257,0.0
192,17117,Дорога,"Фильм для задуматься, если есть чем и почувствовать, если есть чем.",14320,0,0,0,0.9615437984466553,0.07808816432952881
193,21915,Рататуй,10000000000000000000000000000/10,14319,0,0,1.0000100135803223,0.03733688220381737,0.0
